product_name,categories,brands,quantity,packaging,labels,ingredients_text,nutriments_energy_kcal,nutriments_fat,nutriments_saturated_fat,nutriments_carbohydrates,nutriments_sugars,nutriments_proteins,nutriments_fiber,nutriments_salt,nutriments_sodium,nutrition_grade,price
Copos de trigo espelta integral 0%,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Cereales y patatas,Cereales y derivados,Cereales para el desayuno",Hacendado,400 g,Plástico,Sin azúcares añadidos,"Harina de espelta integral (97,2%), harina de malta de cebada, sal.",364,2.7,0.2,66,1.9,14.6,8.8,0.78,0.312,a,
Nesquik Cereal,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Cacao et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Cacaos et chocolats en poudre,Céréales au chocolat pour petit-déjeuner équilibré",Nesquik,150g,,,"whole grain wheat flour, sugar, maize semolina, wheat bran, fat-reduced cocoa powder, calcium carbonate, salt, raising agent (sodium bicarbonate), oil (sunflower), malt extract (barley), vitamins (niacin, pantothenic acid, B6, riboflavin (B2), thiamin (B1), folic acid), iron",373,3,0.9,73.6,22.4,8.4,,0.45,0.18,unknown,
No Added Sugar Muesli imp,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Mueslis with fruits","Alpen, Weetabix",560g,"Plastic, Bag",No added sugar,"wholegrain  wheat  (42%), wholegrain rolled  oats  (36%), raisins (15%), skimmed  milk  powder,  milk  whey powder, roasted sliced  nuts  (2,5%) ( hazelnuts ,  almonds ), malted  barley  extract, salt,",369,5.8,0.405,63,16,12,8.3,0.275,0.11,a,
Fine Oat Flakes,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Rolled oats,Cooked oat flakes",Crownfield,500 g,Paper,"Vegetarian, Vegan, European Vegetarian Union, European Vegetarian Union Vegan, Nutriscore, Nutriscore Grade A, en:high-fibres",Hranilna vrednost/Hranjive vrijednosti/ Declarație nutriţională/Hranljive vrednosti/ Хранителни стойности/Датрофик бушот Energiasisaldus/Enerģētiskā vērtība/Energinė vertė/Energetická hodnota/Energia/Energia/Energijska vrednost/Energija/Valoare energetica/Energija/Exеpгийна стойност/Еvéруεɩα Rasvad/Tauki/Riebalai/Tuky/Tuky/Zsír/Maščobe/Masti/Grăsimi/Masti/ Мазнини/Липара millest küllastunud rasvhapped/tostarp: piesātinātās taukskābes/iš kurių sočiųjų riebalų rūgščių/z toho nasycené mastné kyseliny/z toho nasýtené mastné kyseliny/amelyből telített zsírsavak/od tega nasičene maščobe/ od kojih zasićene masne kiseline/din care acizi grași saturați/ od kojih zasićene masne kiseline/om които наситени мастни Kucenuнu/εκ των οποίων κορεσμένα Süsivesikud/Ogļhidrāti/Angliavandeniai/Sacharidy/Sacharidy/ Szénhidrát/Ogljikovi hidrati/Ugljikohidrati/Glucide/Ugljeni Въглехидрати/батáракес 8/100 g 1571 kJ/,364,5.7,1,62,0.7,12,8.5,,,unknown,
Céréales Miel Pops,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Extruded cereals, Honey cereal balls, en:cereals-with-honey",Kellogg's,620 g,"Kunststoff,Kasten,Pappe","Vegetarian, Kosher, No artificial flavors, Green Dot, No colorings, Nutriscore, fr:Mk, fr:Personnage sur l'emballage, en:nutriscore-grade-b","Farine de maïs (80%), sucre, sirop de glucose, fibre de maïs, miel (2%), extrait de malt d'orge, sel, arôme naturel, niacine, fer, vitamine B6, riboflavine, thiamine, acide folique, vitamine D, vitamine B12, colorant (caroténoïdes).",384,1.5,0.1,85,22,5.2,4.6,0.4,0.16,c,
Wheat Biscuits malty & crispy,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,en:wheat-biscuits,Céréales pour petit déjeuner riches en fibres",Tesco,24x19g,en:paper-box,,"Wheat (95%), Malted Barley Extract, Sugar, Salt, Niacin, Iron, Riboflavin (B2), Thiamin (B1), Folic Acid",358,2,0.6,68,4.4,12,10,0.3,0.12,a,
Tresor - Choco Nut,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Extruded cereals, Filled cereals, en:chocolate-cereals",Kellogg's,410g,Carton,"No artificial flavors,No colorings,Nutriscore,Nutriscore Grade D","ICE INGREDIENTS DO KNUSPRIGE GETREIDEKISSEN MIT FÜLLUNG MIT SCHOKOLADEN-HASELNUSS-GESCHMACK, ANGEREICHERT MIT VITAMINEN. : Getreidemehle(53%)(Weizen, Hofer, Reis), Füllung mit Schokoladen - und Haselnussgeschmack(lucker, pflanaliche Öle{Palm, Sonnenblume, Raps), Glukosesirup, Schokolade(4%)(Zucker, Kakaomasse), fettarmes Kakaopulver, Süßmolkenpuver, Magermilchpulver, Haselnüsse(196), Emulgator (Sonnenblumenlecithin}, natürliches Aroma), Zucker, Salz, arbstoff(Annatto Norbixin, Carotin), Antioxidationsmittel(Ascorbylpalmitat, Alpha-Tocopherol). VITAMINE: Riboflavin, Thiamin, Vitamin B6, Vitamin B12. Allergene  sind fettgedruckt. Kann enthalten: Gluten anderer Getreidesorten, andere Schalenfrüchte. Mindestens haltbar bis: siehe Deckel. Kühl und trocken lagern. SD O NO BLANDADE KUDDAR AV SÄDESSLAG, INNEHĂLLANDE EN FYLLNING ratuit)",453,15,3.8,71,26,6.6,3.7,0.94,0.376,d,
Granola Sante Czekoladowa,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Produkty śniadaniowe,Zboża i ziemniaki,Zboża i produkty zbożowe,Płatki śniadaniowe,en:Chocolate cereals,Musli,Musli czekoladowe",nutrition-sante,350 g,Canned,"en:Low or no fat,Low fat,Źródło błonnika,Wysoka zawartość błonnika","Flocons d'_avoine_ à grain entiers 37%, farines: _orge_, _avoine_ 6,8%, maïs, sucre de canne non raffiné, chocolat 10% (sucre, pâte de cacao, graisse de cacao, émulsifiant: lécithine (_soja_): arôme naturel de vanille), huile de tournesol, gruau de maïs, poudre de cacao faible en gras 2,3%, flocons de noix de coco, mélasse de canne, sel de mer, agent levant: carbonates de sodium, émulsifiant: lécithine (_soja_), extrait de malt d'_orge_, arômes,",454.54545454545,16.363636363636,3.6363636363636,72.727272727273,21.818181818182,9.0909090909091,7.2727272727273,0.54545454545455,0.21818181818182,d,
Low Sugar Granola Original,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis",Crownfield,500g,,,"70% Wholegrain Oat Flakes, 9% Chopped Nuts (Hazelnuts, Almonds, Cashew Nuts, Walnuts), Rapeseed Oil, 4% Pumpkin Seeds, 3% Sunflower Seeds, 2% Desiccated Coconut, Black Treacle, Sugar.",521,23.7,3.3,59.4,3,13.7,7.6,0.03,0.012,a,
Céréales Extra Pépites Chocolat Noisettes,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Pépites de céréales croustillantes, Pépites de céréales au chocolat, en:Aliments d'origine végétale, en:Aliments et boissons à base de végétaux, en:Céréales au chocolat, en:Céréales et dérivés, en:Céréales et pommes de terre, en:Céréales pour petit-déjeuner, en:Petit-déjeuners, en:Pépites de céréales au chocolat, en:Pépites de céréales croustillantes",Kellogg's,500 g,"en:Point vert, en:Sachet plastique, en:Triman, sachet","en:sustainable, huile-de-palme-durable, halal, nutriscore, nutriscore-d, fr:huile-de-palme-durable, en:ifa-approved, en:sans-arômes-artificiels, nl:vegetarisch, nl:vrij-van-kunstmatige-smaakstoffen, nl:zonder-kleurstoffen","Avoine complète(48%), sucre, huile de palme durable, morceaux de chocolat(11%) (sucre, pâte de cacao, beurre de cacao, graisses végétales{palme, karité} en proportions variables, matière grasse du lait, émulsifiant{lécithine de soja}), farine de blé, noisettes(3%), sel, mélasse, noix de coco séchée, extrait de malt d'orge, Peut contenir gluten provenant d'autres céréales, autres fruits à coque,",497,25,12,57,21,8,5.8,0.68,0.272,e,
Flocons d'avoine,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Flocons, Flocons de céréales, Flocons laminés, Flocons d'avoine",Bjorg,900 g,"Plastique, Sachet, Sachet en plastique","Bio,Ecocert,Bio européen,Entreprise B certifiée,DE-ÖKO-001,Agriculture UE,Fabriqué en Allemagne,en:Planet-Score,AB Agriculture Biologique,Triman,Planet-score-a",Flocons d'_avoine_ biologiques,363.333333333333,8,1,69.1666666666667,0,10.8333333333333,11,0.0833333333333333,0.0333333333333333,a,
shredded wheat,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals",Nestlé,370 g,"Card-box, Hdpe film-bag","Vegetarian, Vegan, The Vegan Society",whole grain wheat (100%),367,2.2,0.5,68.7,0.7,11.8,12.5,0.05,0.02,a,
Muesli Bio Superfruits,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales aux fruits, Mueslis, Mueslis aux fruits",Jordans,450 g,Carton,"Bio, Végétarien, Ecocert, Bio européen, Agriculture non UE, Agriculture UE, Agriculture UE/Non UE, en:FSC, FSC Mix, GB-ORG-05, Sans sucre ajouté, Nutriscore, Nutriscore A, AB Agriculture Biologique, Triman","Céréales complètes (82%) (flocons d'_avoine_, flocons de _blé_, pétales de blé grillé), raisins secs (raisins secs, huile de tournesol), graines de courge (3%), fruits lyophilisés (2%) (groseilles, myrtilles, baies entières de cassis)",360,5.5,1,61.8,10.2,11.2,9.4,0.03,0.012,a,
Corn Flakes,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco,Flocos,Flocos de cereais,en:Extruded cereals,en:Extruded flakes,Flocos de milho",Kellogg's,500 g,en:container,"Vegetariano,Halal,Ponto Verde,en:Halal Food Authority,Sem óleo de palma,en:Enriched with vitamins","Mais, estratto di malto d'_orzo_, zucchero, sale, niacina, ferro, vitamina B6, riboflavina, tiamina, acido folico, vitamina D, vitamina B12.",378,0.9,0.2,84,8,7,3,1.1,0.44,d,
Croustillant 3 noix,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Breakfast cereals rich in fibre, Cereals with nuts, Crunchy cereal clusters, Cereal clusters with nuts, en:mueslis",Bjorg,450 g,,"Bio,Bio européen,Agriculture non UE,DE-ÖKO-001,Agriculture UE,Agriculture UE/Non UE,Sans huile de palme,Nutriscore,Nutriscore B,AB Agriculture Biologique","Flocons d'avoine complète*, flocons de blé complet*, sucre de canne non raffiné*, huile de tournesol oléique*, noisettes 4,4%, amandes 3,3%, noix de cajou* 2,2%, stabilisant: gomme d'acacia*, antioxydant: extrait riche en tocopherols.
*Ingrédients biologiques",441,17,2.1,56,14,11,9.9,0.02,0.008,b,
Granola con frutos secos,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Cereales y patatas,Cereales y derivados,Cereales para el desayuno,Muesli",Hacendado,400 g,Frasco,"Bajo en sal o sin sal,Bajo o sin azúcar,Bajo en sal,Bajo contenido de azúcar,Fuente de fibra alimentaria,Punto Verde,Rico en fibra,Recicla amarillo,pt:Ecoponto amarelo","Flocos de aveia (glúten) integral 72,4%, óleo de girassol, sementes 7.7% (sementes de girassol, sementes de abóbora), frutos secos 7% (amêndoa, avelã torrada, castanha de caju, noz pecan), coco desidratado, açúcar, melaço, antioxidante: extracto rico em tocoferóis. Os ingredientes em negrito contém alergénios Pode conter vestígios de outros frutos de casca rija, leite e soja.",477,22.7,3.5,50.2,4.7,13.6,8.5,0.02,0.008,a,
Jumbo Rolled Oats,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Porridge,Rolled oats",Quaker,1kg,Card-box,No added sugar,100% Rolled Oats.,375,8,1.5,60,1,11,9,0,0,a,
Tesco No Added Sugar or Salt Swiss Style Muesli,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis",Tesco,1 kg,,"Vegetarian, No added sugar, en:source-of-fibre","Oat Flakes, Malted Toasted Wheat Flakes [Wheat, Barley Malt Extract], Raisins (15%), Whey Powder (Milk), Hazelnut (1%), Almond.",362,4.2,0.8,66.3,13.3,10.5,8.5,0.03,0.012,a,
High Protein Granola Honey & Seed,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Cereals with honey",Crownfield,400 g,,Vegetarian,"30% Wholegrain Oat Flakes, 25% Soya Protein Crisps (Soya Protein Isolate, Rice Semolina, Soya Flour, Salt), Sugar, 9.5% Pumpkin Seeds, Rapeseed Oil, Oat Bran, Desiccated Coconut, 2% Sunflower Seeds, 2% Golden Linseeds, 1.3% Honey.",436,16,2.67,45.1,17.3,24.9,5.56,0.00156,0.000622,c,
Wholegrain Bran Flakes,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,extruded wheat flakes",By sainsbury's,750 g,"Card-box,Mixed plastic-bag",,"Wholegrain _Wheat_ (76%), _Wheat_ Bran (13%), Sugar, _Barley_ Malt Extract, Salt, Niacin, Vitamin E, Ferric Diphosphate, Pantothenic Acid, Riboflavin, Vitamin B6, Thiamin, Folic Acid, Vitamin B12.",347,2.6,0.9,60.8,8.1,12.2,15.7,0.54,0.216,a,
Wholegrain Malties,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals",Sainsbury's,,"Card-box, Ldpe-bag, en:ldpe-packet",,"Wholewheat, Sugar, Barley Malt Extract, Invert Sugar Syrup, Salt, Vitamins and Mineral Mix (Niacin, Thiamin, Iron, Vitamin D, Vitamin B12, Pantothenic Acid, Riboflavin, Folic Acid, Vitamin B6).",366,1.7,0.4,69.6,10.6,11.3,10.9,0.42,0.168,a,
Knusper Müsli Schoko,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frühstücke, Getreide und Kartoffeln, Getreideprodukte, Frühstückscerealien, Schokoflocken, Müslis, Müslis mit Schokolade","Crownfield, Lidl",500 g,"Plástico,Saco,Cartão,Pacote,Papel cartonado,en:PP/PE","Bio, EU-Öko-Verordnung, Nachhaltige Agrikultur, EG-Öko-Verordnung, DE-ÖKO-005, Ohne Palmöl, Nutriscore, Nutriscore C, Rainforest Alliance, Rainforest Alliance Kakao, UTZ Zertifiziert, UTZ Zertifizierter Kakao, AB Agriculture Biologique","_Hafervollkornflocken_, Zartbitterschokolade (Kakaomasse, Rohrzucker, Kakaobutter, Emulgator: Sonnenblumenlecithin), Glukosesirup, _Weizenvollkornflocken_, Sonnenblumenöl, fettarmes Kakaopulver, _Weizenmehl_, Rohrzucker, _Dinkelweizenmehl_, Kokosraspel, Honig, Vollmilchschokoladenstückchen (Zucker, Kakaomasse, _Vollmilchpulver_, Kakaobutter, Emulgator: Lecithine), Meersalz, _Gerstenmalzextrakt_",447,16.2,5.8,59.8,13.7,10.9,9.1,0.41,0.164,c,
"Granola Coconut, Cashew & Almond","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Breakfast cereal fortified with vitamins, en:cereals-with-fruits",Crownfield,500g,,"Vegetarian, Vegan, No added sugar","65% Cereals (33% Wholegrain Oat Flakes, 18% Wholegrain Barley Flakes, 7% Whole Rye Flakes, Rice Flour, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Malted Barley Flour), 15% Date Syrup, Rapeseed Oil, Banana Purée, 3% Flaked and Chopped Almonds, 2% Cashew Pieces, 2% Desiccated Coconut, Flavouring, Sunflower Oil.",427,12.5,2.2,65.5,15.5,9.3,7.6,0.05,0.02,c,
Quaker Cruesli Chocolat au lait,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Pépites de céréales croustillantes,Pépites de céréales au chocolat,Céréales pour petit déjeuner riches en fibres",Quaker,450 g,"Plástico,Bolsa,Caja,en:Cardboard","Sans arômes artificiels,Sans conservateurs,Point Vert,Nutriscore,Nutriscore C,Triman","AVOINE complète (37%),chocolat au lait* (13%) [sucre, LAIT en poudre, pâte de cacao, beurre de cacao, émulsifiant (lécithine de SOJA)],huile de tournesol,sucre,BLÉ complet (9%),sirop de glucose,oligofructose,farine de riz,farine de BLÉ,noix de coco,mélasse,sel,arôme naturel de caramel aux pommes et autre arôme naturel,antioxydant (tocophérol),* Le chocolat au lait contient 30% de cacao minimum.",457,19,4.8,59,20,7.7,8.7,0.51,0.204,d,
Harvest Morn Granola Raisin & Almond,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis",Aldi,1kg,en:ldpe-packet,"No artificial flavors, No artificial colors, No artificial colours or flavours","WHOLEGRAIN OAT FLAKES (70%), Sugar, RAISINS (6%), Rapeseed Oil, CHOPPED AND FLAKED ALMONDS (2.5%), HONEY (1%), Flavouring, Sunflower Seeds.",426,12.1,1.5,64.9,18.6,11.1,6.8,0.03,0.012,c,
Organic Porridge Oats,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Rolled oats, en:porridge",Flahavan's,1 kg,"Papier, en:biodegradable-carton","Organic, EU Organic, EU Agriculture, IE-ORG-03, Recycle, en:green-dot",100% Organic Wholegrain Rolled _Oats_,370,5.75,1,65,,11.3,8.25,,,unknown,
NESTLE CHOCAPIC Céréales 750g,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales pour petit déjeuner enrichies en vitamines et minéraux,Céréales extrudées,Pétales de blé chocolatés,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux,Céréales pour petit déjeuner riches en fibres",Nestlé,750 g,"Plástico,Bolsa,Caja,en:Cardboard,23 PBD,fr:Etui en carton,fr:Film en plastique","Sans arômes artificiels,Point Vert,Fabriqué en France,Sans huile de palme,Nutriscore,Nutriscore B,Rainforest Alliance,Triman,Personnage-sur-l-emballage","BLE complet 35,0%, chocolat en poudre 22,5% (sucre, cacao en poudre*), farine de BLE 17,0%, semoule de maïs, sirop de glucose, sucre, extrait de malt d'ORGE (ORGE, ORGE malté), contient de l'huile de tournesol et/ou de palme, carbonate de calcium, émulsifiant : lécithine ; sel, arômes naturels, fer, vitamines B3, B5, D, B6, B1, B2 et B9. Peut contenir du LAIT et des FRUITS A COQUE.* Bilan massique certifié rainforest Alliance www.ra.org/fr.",388,4.8,2,73.6,22.4,8.8,7.5,0.22,0.088,c,
chocapic,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales pour petit déjeuner enrichies en vitamines et minéraux,Céréales extrudées,Pétales de blé chocolatés,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux,Céréales pour petit déjeuner riches en fibres","Nestlé, Chocapic",1000 g,"Conteneur, en:container","Fabriqué en France,Sans huile de palme,Nutriscore,Nutriscore A,Rainforest Alliance,Rainforest Alliance Cacao,Too good to go,Blé français,Triman, Végétarien, Point Vert","Farine de BLÉ complet 35,1 %, chocolat en poudre 22,5 % (sucre, cacao en poudre*), farine de BLÉ 17,0 %, semoule de maïs, sirop de glucose, sucre, extrait de malt d'ORGE (ORGE, ORGE malté), huile de tournesol, carbonate de calcium, émulsifiant : lécithines ; sel, arômes naturels, fer, vitamines B3, B5, D, B6, B1, B2 et B9. Peut contenir du LAIT et des FRUITS À COQUE. *Bilan massique certifié Rainforest Alliance. www.ra.org/fr. Nestlé achète une quantité de cacao certifié Rainforest Alliance équivalente à celle nécessaire pour ce produit.",389,4.8,1.3,73.6,22.4,8.9,7.7,0.22,0.088,c,
Weetabix 72S 1362G,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals",Weetabix,1.3 kg,Card-box,"Vegetarian,Vegan","wholegrain wheat (95%), malted barley extract, sugar, salt, niacin, iron, riboflavin (b2), thiamin (b1), folic acid",363,2.13,0.533,69.3,4.27,12,10.1,0.267,0.107,a,
Dorset cereals nutty muesli,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Mueslis with fruits",Dorset cereals,500g,"en:card-box,en:hdpeFilm-packet","Vegetarian, Vegan, No added sugar","Wholegrain wheat flakes, nuts (whole almonds 9%, cashew nuts 4%, roasted whole hazelnuts 3.5%, chopped brazil nuts 1.5%), dried fruit 15% (chopped dates, diced dried apricots (apricots, preservative (sulphur dioxide)), raisins, golden raisins (golden raisins, preservative (sulphur dioxide))), wholegrain toasted wheat flakes, barley flakes, wholegrain oat flakes, pumpkin seeds, flavoured oat flakes (oat flakes, natural flavouring).",415,14.3,2,54.4,8.4,13.2,8.1,0.03,0.012,a,
Wholewheat biscuits,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales pour petit déjeuner riches en fibres",By Sainsbury's,,"Card-box,Mixed plastic-wrapper",,"British Wholegrain Wheat (95%), Malted Barley Extract, Sugar, Salt, Niacin, Iron, Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin), Folic Acid.",358,2,0.6,68.6,4.4,12,10,0.28,0.112,a,
Muesli aux fruits,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Bircher-style mueslis,Mueslis with fruits,Bircher-style mueslis with fruits",Bjorg,750 g,"Plástico,Bolsa,fr:Sachet en plastique","Organic,EU Organic,Non-EU Agriculture,Certified B Corporation,DE-ÖKO-001,EU Agriculture,EU/non-EU Agriculture,FR-BIO-01,Made in Germany,Nutriscore,Nutriscore Grade A,AB Agriculture Biologique,Triman","Flocons d'avoine complète, flocons de seigle, flocons d'orge, flocons d'épeautre (blé), raisins 7% (raisins, huile de tournesol), flocons de blé, dattes 4% (dattes, farine de riz), pommes 3,5%, lamelles de bananes 3,5% (bananes, sucre de canne brut, huile de coco), copeaux de noix de coco 1.5%.",358,6,2.5,60,10,11,10,0.02,0.008,a,
Super smooth porridge imp,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Porridge","Ready break, Weetabix",450g,"en:card-box, en:ldpe-bag",No added sugar,"wholegrain rolled oats (60%), wholegrain oat flour (38%), calcium, niacin, iron, riboflavin (b2), vitamin b6, thiamin (b1), folic acid, vitamin d, vitamin b12,",374,8.7,,58,,12,,,,unknown,
FUEL10K Protein Boosted Chunky Chocolate Granola imp,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales pour petit déjeuner riches en fibres",Fuel,400 g,Card-box,"Végétarien,Végétalien,Pur beurre de cacao,The Vegan Society,À l'huile de tournesol","Wholegrain Oat Flakes (44%). Sugar, Dark Chocolate (8%) (Cocoa mass. Sugar. Cocoa Butter. Emulsifier: Sunflower Lecithins). Wheat Gluten. Rice Flour. Sunflower Oil. Glucose-Fructose Syrup. Wholegrain Wheat Flakes. Pumpkin Seeds. Grated Coconut, Fat Reduced Cocoa Powder. Dextrose. Natural Flavouring, Caramelized Sugar Syrup. Vitamin Mix (Niacin. Vitamin E. Pantothenic Acid. Vitamin B6. Riboflavin. Thiamin. Folic Acid. Vitamin B12), Salt, Antioxidant: Tocopherol-rich extract.",441,13.7,2.8,60.4,17.5,15.8,6.6,0.03,0.012,c,
Rice Snaps,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Puffed grains, Puffed cereals",Tesco,375g,Card-box,Vegetarian,"Rice, Sugar, Salt, Barley Malt Extract, Iron, Niacin, Pantothenic Acid, Riboflavin, Vitamin B6, Thiamin, Folic Acid, Vitamin D, Vitamin B12.",387,1.33,0.333,84.7,5,8,1.67,0.658,0.263,c,
bio organic oat flakes,"Растителни храни и напитки,Растителни храни,en:Breakfasts,Зърнени храни и картофи,Зърнени продукти,Зърнени закуски,en:Flakes,en:Cereal flakes,en:Rolled flakes,Овесени ядки,en:fine-oats,Овес",Crownfield,500g,DISPOSE OF CORRECTLY COLECTARE CORECTĂ ИЗХВЪРЛЯЙ ПРАВИЛНО 23 PAP,"Без антибиотици,Био,Вегетарианско,ЕС Био,Без ГМО,Източник на влакнини,Веган,High fibres,LV-BIO-02,Без добавки,Без палмово масло,en:Non GMO project,100% whole grain","bg organic oatmeal, ingredients: 100% whole grain oatmeal1, from controlled organic production, high content of dietary fiber,
without palm oil,",364,6.9,1,55.1,1.2,14.2,12.3,0.01,0.004,a,
Oat So Simple Golden Syrup Flavour Porridge,Porridge,Quaker,"360 g, 10 servings",Card-box,,"Quaker Wholegrain Rolled Oats (81%), Sugar, Natural Flavourings, Salt.",375,6.39,1.11,66.7,17.8,8.89,7.22,0.549,0.219,c,
Porridge Oats,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes",Tesco - The Grower's Harvest,1kg,Hdpe film-packet,,oat flakes,376,8.1,1.6,60.4,1.5,11,8.5,0.01,0.004,a,
,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits","Hacendado, Mercadona",500 g,"Plástico,Bolsa","Source of fibre,Green Dot,High fibres",", whole barley laminated flakes (34%), sultana raisins (20%), whole oat rolled flakes (10%), sugary banana chip pieces (5%) (banana, coconut oil, sugar), dried date pieces, toasted wheat flakes (5%), ( wheat, sugar, salt, barley malt extract), sugary and dried pineapple chunks (5%) (pineapple, sugar, acidulant: citric acid), chunks of sugary coconut chips (cocoa, sugar), sugary and dried papaya pieces (3%) (papaya,  sugar), pumpkin seeds, almonds (1%), pecan nut pieces, pieces of bleached hazelnuts and toast,",367,9.3,5.1,60,26,6.8,7.8,0.11,0.044,c,
