RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,recipe,Unnamed: 1
727,Tom Yum,106,Chef Wang,66,12,78,2025-10-17,A delicious Vietnamese dish featuring tom yum.,https://example.com/tom-yum.jpg,Snack,"Vietnamese, tom yum",4 cups chicken,"ginger, beef",5.0,244,204,44,12,80,612,64,10,25,31,5,5 servings,"Recipe for Tom Yum: Mix ingredients, cook for 66 minutes.",
728,Bibimbap,116,Chef Singh,103,16,119,2025-06-15,A delicious Korean dish featuring bibimbap.,https://example.com/bibimbap.jpg,Snack,"Korean, bibimbap",5 cups chicken,"ginger, beef",4.1,154,341,26,8,112,571,43,13,18,15,6,6 servings,"Recipe for Bibimbap: Mix ingredients, cook for 103 minutes.",
729,Hot Pot,110,Chef Kumar,65,9,74,2025-09-26,A delicious Chinese dish featuring hot pot.,https://example.com/hot-pot.jpg,Main Dish,"Chinese, hot pot",4 cups chicken,"ginger, chicken",4.7,142,447,34,18,117,1102,90,7,9,18,2,2 servings,"Recipe for Hot Pot: Mix ingredients, cook for 65 minutes.",
730,Pani Puri,104,Chef Ahmed,52,24,76,2025-03-21,A delicious Indian dish featuring pani puri.,https://example.com/pani-puri.jpg,Snack,"Indian, pani puri",2 cups spices,"garlic, vegetables",4.6,80,759,16,12,112,1251,74,10,18,23,7,7 servings,"Recipe for Pani Puri: Mix ingredients, cook for 52 minutes.",
731,Ramen,117,Chef Han,10,57,67,2025-01-12,A delicious Vietnamese dish featuring ramen.,https://example.com/ramen.jpg,Snack,"Vietnamese, ramen",3 cups chicken,"ginger, tofu",4.8,165,338,49,17,139,526,35,8,15,24,3,3 servings,"Recipe for Ramen: Mix ingredients, cook for 10 minutes.",
732,Kimbap,104,Chef Ahmed,93,8,101,2025-08-16,A delicious Korean dish featuring kimbap.,https://example.com/kimbap.jpg,Soup,"Korean, kimbap",4 cups spices,"ginger, beef",4.4,300,756,27,8,125,1110,73,15,16,24,5,5 servings,"Recipe for Kimbap: Mix ingredients, cook for 93 minutes.",
733,Pani Puri,113,Chef Patel,87,47,134,2024-10-24,A delicious Indian dish featuring pani puri.,https://example.com/pani-puri.jpg,Breakfast,"Indian, pani puri",3 cups vegetables,"garlic, tofu",4.4,360,648,10,17,150,1575,34,13,22,23,7,7 servings,"Recipe for Pani Puri: Mix ingredients, cook for 87 minutes.",
734,Rajma,105,Chef Park,68,26,94,2025-01-22,A delicious Indian dish featuring rajma.,https://example.com/rajma.jpg,Soup,"Indian, rajma",2 cups spices,"tomato, vegetables",4.2,454,309,41,20,90,664,87,7,15,39,6,6 servings,"Recipe for Rajma: Mix ingredients, cook for 68 minutes.",
735,Pad Thai,104,Chef Ahmed,108,48,156,2025-05-22,A delicious Japanese dish featuring pad thai.,https://example.com/pad-thai.jpg,Side Dish,"Japanese, pad thai",2 cups spices,"garlic, chicken",4.6,433,245,32,9,119,1040,31,5,21,28,2,2 servings,"Recipe for Pad Thai: Mix ingredients, cook for 108 minutes.",
736,Samgyetang,102,Chef Kim,113,12,125,2025-05-29,A delicious Korean dish featuring samgyetang.,https://example.com/samgyetang.jpg,Snack,"Korean, samgyetang",3 cups chicken,"ginger, chicken",4.0,74,342,32,11,112,772,52,15,14,11,7,7 servings,"Recipe for Samgyetang: Mix ingredients, cook for 113 minutes.",
737,Green Curry,107,Chef Sharma,23,27,50,2025-04-04,A delicious Japanese dish featuring green curry.,https://example.com/green-curry.jpg,Breakfast,"Japanese, green curry",4 cups vegetables,"garlic, vegetables",4.0,62,687,14,17,75,1270,62,5,15,35,4,4 servings,"Recipe for Green Curry: Mix ingredients, cook for 23 minutes.",
738,Fried Chicken,112,Chef Liu,45,27,72,2024-11-10,A delicious Korean dish featuring fried chicken.,https://example.com/fried-chicken.jpg,Dessert,"Korean, fried chicken",5 cups chicken,"garlic, chicken",4.7,497,561,42,5,118,1353,99,6,5,35,2,2 servings,"Recipe for Fried Chicken: Mix ingredients, cook for 45 minutes.",
739,Rogan Josh,111,Chef Choi,102,59,161,2025-06-16,A delicious Indian dish featuring rogan josh.,https://example.com/rogan-josh.jpg,Appetizer,"Indian, rogan josh",3 cups spices,"tomato, tofu",4.1,287,434,35,14,105,1307,90,6,14,38,4,4 servings,"Recipe for Rogan Josh: Mix ingredients, cook for 102 minutes.",
740,Bibimbap,103,Chef Li,35,12,47,2024-11-19,A delicious Korean dish featuring bibimbap.,https://example.com/bibimbap.jpg,Dessert,"Korean, bibimbap",1 cups spices,"ginger, chicken",4.8,314,664,15,7,27,1040,96,11,6,19,3,3 servings,"Recipe for Bibimbap: Mix ingredients, cook for 35 minutes.",
741,Sushi,102,Chef Kim,78,30,108,2025-04-25,A delicious Japanese dish featuring sushi.,https://example.com/sushi.jpg,Snack,"Japanese, sushi",1 cups spices,"onion, tofu",4.6,184,666,26,17,137,834,38,6,17,35,4,4 servings,"Recipe for Sushi: Mix ingredients, cook for 78 minutes.",
742,Fried Rice,119,Chef Gupta,46,51,97,2025-04-26,A delicious Chinese dish featuring fried rice.,https://example.com/fried-rice.jpg,Breakfast,"Chinese, fried rice",5 cups vegetables,"garlic, tofu",4.4,172,454,47,16,23,917,98,13,11,22,4,4 servings,"Recipe for Fried Rice: Mix ingredients, cook for 46 minutes.",
743,Tom Yum,112,Chef Liu,30,8,38,2025-06-07,A delicious Japanese dish featuring tom yum.,https://example.com/tom-yum.jpg,Soup,"Japanese, tom yum",2 cups vegetables,"garlic, tofu",4.7,54,464,45,15,78,656,39,5,24,19,5,5 servings,"Recipe for Tom Yum: Mix ingredients, cook for 30 minutes.",
744,Sushi,102,Chef Kim,36,19,55,2025-07-12,A delicious Japanese dish featuring sushi.,https://example.com/sushi.jpg,Soup,"Japanese, sushi",5 cups rice,"ginger, chicken",4.0,439,760,15,7,76,411,57,4,17,36,8,8 servings,"Recipe for Sushi: Mix ingredients, cook for 36 minutes.",
745,Kimbap,116,Chef Singh,60,57,117,2024-11-03,A delicious Korean dish featuring kimbap.,https://example.com/kimbap.jpg,Dessert,"Korean, kimbap",5 cups chicken,"onion, chicken",4.8,375,244,27,5,110,1121,87,5,27,29,7,7 servings,"Recipe for Kimbap: Mix ingredients, cook for 60 minutes.",
746,Nasi Goreng,115,Chef Zhang,86,28,114,2025-07-05,A delicious Japanese dish featuring nasi goreng.,https://example.com/nasi-goreng.jpg,Snack,"Japanese, nasi goreng",2 cups spices,"garlic, beef",5.0,288,727,32,10,29,1440,76,11,9,36,8,8 servings,"Recipe for Nasi Goreng: Mix ingredients, cook for 86 minutes.",
747,Butter Chicken,101,Chef Raj,88,31,119,2025-02-16,A delicious Indian dish featuring butter chicken.,https://example.com/butter-chicken.jpg,Dessert,"Indian, butter chicken",1 cups chicken,"garlic, tofu",4.5,355,543,21,18,47,492,48,9,13,10,7,7 servings,"Recipe for Butter Chicken: Mix ingredients, cook for 88 minutes.",
748,Biryani,116,Chef Singh,57,7,64,2025-08-11,A delicious Indian dish featuring biryani.,https://example.com/biryani.jpg,Appetizer,"Indian, biryani",4 cups spices,"ginger, chicken",4.3,255,383,32,10,90,517,78,7,28,34,3,3 servings,"Recipe for Biryani: Mix ingredients, cook for 57 minutes.",
749,Banh Mi,115,Chef Zhang,74,39,113,2025-01-25,A delicious Vietnamese dish featuring banh mi.,https://example.com/banh-mi.jpg,Main Dish,"Vietnamese, banh mi",4 cups vegetables,"tomato, chicken",4.8,68,400,23,11,90,1667,81,5,18,25,6,6 servings,"Recipe for Banh Mi: Mix ingredients, cook for 74 minutes.",
750,Ramen,101,Chef Raj,43,60,103,2025-01-12,A delicious Japanese dish featuring ramen.,https://example.com/ramen.jpg,Main Dish,"Japanese, ramen",3 cups spices,"tomato, beef",4.2,490,472,46,10,43,1283,67,4,30,13,6,6 servings,"Recipe for Ramen: Mix ingredients, cook for 43 minutes.",
751,Tom Yum,117,Chef Han,26,11,37,2025-02-14,A delicious Japanese dish featuring tom yum.,https://example.com/tom-yum.jpg,Appetizer,"Japanese, tom yum",2 cups chicken,"ginger, tofu",4.5,455,780,13,20,104,626,38,12,10,14,8,8 servings,"Recipe for Tom Yum: Mix ingredients, cook for 26 minutes.",
752,Nasi Goreng,107,Chef Sharma,78,57,135,2025-07-07,A delicious Vietnamese dish featuring nasi goreng.,https://example.com/nasi-goreng.jpg,Dessert,"Vietnamese, nasi goreng",2 cups vegetables,"onion, beef",4.6,84,560,47,7,92,1625,35,8,11,19,3,3 servings,"Recipe for Nasi Goreng: Mix ingredients, cook for 78 minutes.",
753,Ramen,105,Chef Park,61,16,77,2025-01-31,A delicious Vietnamese dish featuring ramen.,https://example.com/ramen.jpg,Dessert,"Vietnamese, ramen",1 cups rice,"garlic, beef",4.2,446,431,32,12,101,1284,95,11,8,10,8,8 servings,"Recipe for Ramen: Mix ingredients, cook for 61 minutes.",
754,Dumplings,112,Chef Liu,95,32,127,2025-08-27,A delicious Chinese dish featuring dumplings.,https://example.com/dumplings.jpg,Dessert,"Chinese, dumplings",3 cups rice,"onion, tofu",4.1,437,475,48,8,130,1926,72,13,25,33,4,4 servings,"Recipe for Dumplings: Mix ingredients, cook for 95 minutes.",
755,Rogan Josh,120,Chef Jung,46,19,65,2025-03-25,A delicious Indian dish featuring rogan josh.,https://example.com/rogan-josh.jpg,Breakfast,"Indian, rogan josh",1 cups chicken,"tomato, tofu",4.2,193,285,10,17,73,1978,63,15,21,29,6,6 servings,"Recipe for Rogan Josh: Mix ingredients, cook for 46 minutes.",
756,Pho,113,Chef Patel,17,26,43,2025-02-10,A delicious Thai dish featuring pho.,https://example.com/pho.jpg,Appetizer,"Thai, pho",5 cups rice,"onion, beef",4.9,219,418,37,15,69,1545,33,10,16,27,7,7 servings,"Recipe for Pho: Mix ingredients, cook for 17 minutes.",
757,Satay,118,Chef Wu,117,51,168,2024-10-28,A delicious Japanese dish featuring satay.,https://example.com/satay.jpg,Soup,"Japanese, satay",4 cups vegetables,"tomato, vegetables",4.9,481,577,23,20,89,1806,82,14,14,29,4,4 servings,"Recipe for Satay: Mix ingredients, cook for 117 minutes.",
758,Kung Pao Chicken,101,Chef Raj,57,36,93,2025-01-26,A delicious Chinese dish featuring kung pao chicken.,https://example.com/kung-pao-chicken.jpg,Main Dish,"Chinese, kung pao chicken",3 cups spices,"onion, beef",4.8,361,337,49,6,59,957,51,14,8,18,6,6 servings,"Recipe for Kung Pao Chicken: Mix ingredients, cook for 57 minutes.",
759,Green Curry,105,Chef Park,92,23,115,2025-08-03,A delicious Thai dish featuring green curry.,https://example.com/green-curry.jpg,Soup,"Thai, green curry",2 cups spices,"tomato, tofu",4.0,362,449,27,9,119,1681,31,12,7,23,4,4 servings,"Recipe for Green Curry: Mix ingredients, cook for 92 minutes.",
760,Satay,101,Chef Raj,47,58,105,2025-03-07,A delicious Vietnamese dish featuring satay.,https://example.com/satay.jpg,Breakfast,"Vietnamese, satay",3 cups rice,"onion, chicken",4.7,269,430,50,13,64,1183,57,9,23,19,3,3 servings,"Recipe for Satay: Mix ingredients, cook for 47 minutes.",
761,Ramen,108,Chef Lee,86,35,121,2025-09-14,A delicious Thai dish featuring ramen.,https://example.com/ramen.jpg,Appetizer,"Thai, ramen",1 cups vegetables,"tomato, beef",4.5,364,213,46,7,68,995,34,13,10,30,2,2 servings,"Recipe for Ramen: Mix ingredients, cook for 86 minutes.",
762,Biryani,114,Chef Yoon,113,40,153,2025-04-09,A delicious Indian dish featuring biryani.,https://example.com/biryani.jpg,Soup,"Indian, biryani",1 cups rice,"onion, tofu",4.2,230,675,19,13,129,1234,81,11,14,31,5,5 servings,"Recipe for Biryani: Mix ingredients, cook for 113 minutes.",
763,Kimchi Jjigae,115,Chef Zhang,20,57,77,2025-07-02,A delicious Korean dish featuring kimchi jjigae.,https://example.com/kimchi-jjigae.jpg,Dessert,"Korean, kimchi jjigae",2 cups vegetables,"onion, chicken",4.4,224,719,46,8,65,1171,70,10,21,21,8,8 servings,"Recipe for Kimchi Jjigae: Mix ingredients, cook for 20 minutes.",
764,Nasi Goreng,101,Chef Raj,57,39,96,2025-06-05,A delicious Thai dish featuring nasi goreng.,https://example.com/nasi-goreng.jpg,Soup,"Thai, nasi goreng",5 cups spices,"onion, chicken",4.2,176,288,23,18,98,1633,85,5,24,34,4,4 servings,"Recipe for Nasi Goreng: Mix ingredients, cook for 57 minutes.",
765,Pad Thai,117,Chef Han,97,45,142,2024-10-24,A delicious Thai dish featuring pad thai.,https://example.com/pad-thai.jpg,Main Dish,"Thai, pad thai",3 cups chicken,"ginger, tofu",4.4,339,542,11,15,79,1363,90,4,10,35,5,5 servings,"Recipe for Pad Thai: Mix ingredients, cook for 97 minutes.",
766,Paneer Tikka,107,Chef Sharma,35,58,93,2025-03-06,A delicious Indian dish featuring paneer tikka.,https://example.com/paneer-tikka.jpg,Soup,"Indian, paneer tikka",2 cups chicken,"onion, beef",4.8,241,203,38,8,44,474,76,12,12,17,6,6 servings,"Recipe for Paneer Tikka: Mix ingredients, cook for 35 minutes.",
767,Tempura,115,Chef Zhang,37,40,77,2025-07-14,A delicious Japanese dish featuring tempura.,https://example.com/tempura.jpg,Side Dish,"Japanese, tempura",4 cups vegetables,"garlic, vegetables",4.8,175,680,14,19,24,1791,100,7,29,16,4,4 servings,"Recipe for Tempura: Mix ingredients, cook for 37 minutes.",
768,Sweet and Sour Pork,116,Chef Singh,87,31,118,2025-04-26,A delicious Chinese dish featuring sweet and sour pork.,https://example.com/sweet-and-sour-pork.jpg,Side Dish,"Chinese, sweet and sour pork",5 cups spices,"garlic, beef",4.1,493,693,25,10,50,511,95,12,24,15,3,3 servings,"Recipe for Sweet and Sour Pork: Mix ingredients, cook for 87 minutes.",
769,Chana Masala,110,Chef Kumar,35,39,74,2025-07-06,A delicious Indian dish featuring chana masala.,https://example.com/chana-masala.jpg,Breakfast,"Indian, chana masala",5 cups vegetables,"onion, chicken",4.9,112,739,27,20,45,1996,82,7,8,14,7,7 servings,"Recipe for Chana Masala: Mix ingredients, cook for 35 minutes.",
770,Fried Rice,112,Chef Liu,111,19,130,2025-10-04,A delicious Chinese dish featuring fried rice.,https://example.com/fried-rice.jpg,Soup,"Chinese, fried rice",1 cups vegetables,"garlic, vegetables",4.2,378,529,31,9,79,1756,100,15,15,12,8,8 servings,"Recipe for Fried Rice: Mix ingredients, cook for 111 minutes.",
771,Mapo Tofu,112,Chef Liu,10,58,68,2025-05-23,A delicious Chinese dish featuring mapo tofu.,https://example.com/mapo-tofu.jpg,Main Dish,"Chinese, mapo tofu",4 cups chicken,"garlic, chicken",4.1,181,472,12,8,137,1315,57,15,9,17,5,5 servings,"Recipe for Mapo Tofu: Mix ingredients, cook for 10 minutes.",
772,Samgyetang,114,Chef Yoon,93,8,101,2025-09-03,A delicious Korean dish featuring samgyetang.,https://example.com/samgyetang.jpg,Breakfast,"Korean, samgyetang",3 cups chicken,"garlic, vegetables",4.2,192,583,46,16,37,1562,72,7,26,22,8,8 servings,"Recipe for Samgyetang: Mix ingredients, cook for 93 minutes.",
773,Pad Thai,113,Chef Patel,92,46,138,2024-12-23,A delicious Vietnamese dish featuring pad thai.,https://example.com/pad-thai.jpg,Soup,"Vietnamese, pad thai",3 cups chicken,"onion, beef",4.9,357,559,13,8,111,1139,38,8,7,30,4,4 servings,"Recipe for Pad Thai: Mix ingredients, cook for 92 minutes.",
774,Green Curry,114,Chef Yoon,72,11,83,2025-04-01,A delicious Vietnamese dish featuring green curry.,https://example.com/green-curry.jpg,Soup,"Vietnamese, green curry",3 cups chicken,"garlic, beef",4.2,402,530,28,15,138,1597,94,3,16,28,6,6 servings,"Recipe for Green Curry: Mix ingredients, cook for 72 minutes.",
775,Tempura,110,Chef Kumar,54,23,77,2025-04-02,A delicious Japanese dish featuring tempura.,https://example.com/tempura.jpg,Breakfast,"Japanese, tempura",5 cups spices,"garlic, beef",4.0,290,648,48,15,88,666,81,7,23,31,7,7 servings,"Recipe for Tempura: Mix ingredients, cook for 54 minutes.",
776,Bulgogi,113,Chef Patel,108,18,126,2025-10-07,A delicious Korean dish featuring bulgogi.,https://example.com/bulgogi.jpg,Side Dish,"Korean, bulgogi",4 cups rice,"ginger, vegetables",4.1,88,299,49,10,110,728,77,10,11,37,2,2 servings,"Recipe for Bulgogi: Mix ingredients, cook for 108 minutes.",
777,Pho,119,Chef Gupta,111,16,127,2025-01-18,A delicious Vietnamese dish featuring pho.,https://example.com/pho.jpg,Main Dish,"Vietnamese, pho",1 cups vegetables,"tomato, vegetables",4.2,184,203,20,19,81,1188,44,9,29,40,2,2 servings,"Recipe for Pho: Mix ingredients, cook for 111 minutes.",
778,Chow Mein,118,Chef Wu,68,33,101,2024-10-20,A delicious Chinese dish featuring chow mein.,https://example.com/chow-mein.jpg,Main Dish,"Chinese, chow mein",3 cups spices,"onion, beef",4.1,89,215,20,11,149,1822,33,12,9,12,5,5 servings,"Recipe for Chow Mein: Mix ingredients, cook for 68 minutes.",
779,Satay,117,Chef Han,33,40,73,2025-08-24,A delicious Vietnamese dish featuring satay.,https://example.com/satay.jpg,Soup,"Vietnamese, satay",2 cups vegetables,"ginger, tofu",4.4,224,314,50,19,24,1524,38,5,25,13,2,2 servings,"Recipe for Satay: Mix ingredients, cook for 33 minutes.",
780,Dumplings,116,Chef Singh,29,6,35,2025-07-18,A delicious Chinese dish featuring dumplings.,https://example.com/dumplings.jpg,Breakfast,"Chinese, dumplings",4 cups rice,"ginger, tofu",4.9,463,211,49,20,84,747,65,13,22,19,3,3 servings,"Recipe for Dumplings: Mix ingredients, cook for 29 minutes.",
781,Samgyetang,110,Chef Kumar,74,56,130,2025-01-09,A delicious Korean dish featuring samgyetang.,https://example.com/samgyetang.jpg,Breakfast,"Korean, samgyetang",3 cups vegetables,"ginger, vegetables",4.0,310,668,40,8,75,1989,45,4,20,23,5,5 servings,"Recipe for Samgyetang: Mix ingredients, cook for 74 minutes.",
782,Bibimbap,105,Chef Park,73,17,90,2025-07-18,A delicious Korean dish featuring bibimbap.,https://example.com/bibimbap.jpg,Side Dish,"Korean, bibimbap",2 cups vegetables,"garlic, tofu",4.8,64,357,17,8,66,1129,48,7,28,34,8,8 servings,"Recipe for Bibimbap: Mix ingredients, cook for 73 minutes.",
783,Pad Thai,108,Chef Lee,86,29,115,2025-05-06,A delicious Thai dish featuring pad thai.,https://example.com/pad-thai.jpg,Side Dish,"Thai, pad thai",2 cups chicken,"tomato, vegetables",4.4,480,208,25,5,33,1601,85,9,21,21,8,8 servings,"Recipe for Pad Thai: Mix ingredients, cook for 86 minutes.",
784,Pho,112,Chef Liu,37,52,89,2025-09-25,A delicious Vietnamese dish featuring pho.,https://example.com/pho.jpg,Breakfast,"Vietnamese, pho",1 cups chicken,"onion, beef",4.3,278,436,20,6,89,960,53,7,5,30,8,8 servings,"Recipe for Pho: Mix ingredients, cook for 37 minutes.",
785,Kung Pao Chicken,101,Chef Raj,96,12,108,2024-12-08,A delicious Chinese dish featuring kung pao chicken.,https://example.com/kung-pao-chicken.jpg,Appetizer,"Chinese, kung pao chicken",2 cups rice,"tomato, tofu",4.3,401,476,28,6,148,1924,35,6,14,28,3,3 servings,"Recipe for Kung Pao Chicken: Mix ingredients, cook for 96 minutes.",
786,Chow Mein,109,Chef Chen,23,51,74,2025-10-05,A delicious Chinese dish featuring chow mein.,https://example.com/chow-mein.jpg,Dessert,"Chinese, chow mein",1 cups chicken,"tomato, beef",4.9,223,670,32,15,119,1351,85,11,17,15,6,6 servings,"Recipe for Chow Mein: Mix ingredients, cook for 23 minutes.",
787,Chow Mein,117,Chef Han,26,9,35,2025-05-15,A delicious Chinese dish featuring chow mein.,https://example.com/chow-mein.jpg,Dessert,"Chinese, chow mein",3 cups rice,"garlic, tofu",4.1,470,269,12,11,134,1725,53,4,14,34,8,8 servings,"Recipe for Chow Mein: Mix ingredients, cook for 26 minutes.",
788,Tempura,101,Chef Raj,18,26,44,2025-04-17,A delicious Japanese dish featuring tempura.,https://example.com/tempura.jpg,Snack,"Japanese, tempura",4 cups chicken,"onion, tofu",4.6,397,547,38,20,126,1900,100,8,29,24,2,2 servings,"Recipe for Tempura: Mix ingredients, cook for 18 minutes.",
789,Pad Thai,120,Chef Jung,93,47,140,2025-09-07,A delicious Thai dish featuring pad thai.,https://example.com/pad-thai.jpg,Appetizer,"Thai, pad thai",4 cups chicken,"ginger, vegetables",4.4,79,508,41,20,81,1424,35,11,17,38,2,2 servings,"Recipe for Pad Thai: Mix ingredients, cook for 93 minutes.",
790,Japchae,101,Chef Raj,98,33,131,2025-08-27,A delicious Korean dish featuring japchae.,https://example.com/japchae.jpg,Appetizer,"Korean, japchae",2 cups vegetables,"ginger, vegetables",4.9,379,264,26,16,25,1190,37,15,30,10,2,2 servings,"Recipe for Japchae: Mix ingredients, cook for 98 minutes.",
791,Beijing Duck,116,Chef Singh,19,59,78,2025-04-28,A delicious Chinese dish featuring beijing duck.,https://example.com/beijing-duck.jpg,Side Dish,"Chinese, beijing duck",4 cups chicken,"onion, chicken",4.6,64,418,12,13,66,845,86,4,8,16,4,4 servings,"Recipe for Beijing Duck: Mix ingredients, cook for 19 minutes.",
792,Sushi,109,Chef Chen,107,40,147,2025-07-04,A delicious Japanese dish featuring sushi.,https://example.com/sushi.jpg,Appetizer,"Japanese, sushi",2 cups vegetables,"onion, beef",4.7,404,514,48,15,129,704,90,13,17,10,3,3 servings,"Recipe for Sushi: Mix ingredients, cook for 107 minutes.",
793,Pani Puri,119,Chef Gupta,76,60,136,2025-03-01,A delicious Indian dish featuring pani puri.,https://example.com/pani-puri.jpg,Soup,"Indian, pani puri",5 cups vegetables,"garlic, chicken",4.9,487,659,17,8,66,1728,47,7,7,17,6,6 servings,"Recipe for Pani Puri: Mix ingredients, cook for 76 minutes.",
794,Sushi,113,Chef Patel,16,45,61,2025-10-16,A delicious Vietnamese dish featuring sushi.,https://example.com/sushi.jpg,Main Dish,"Vietnamese, sushi",2 cups vegetables,"tomato, tofu",4.4,202,797,46,13,65,1483,76,14,5,18,8,8 servings,"Recipe for Sushi: Mix ingredients, cook for 16 minutes.",
795,Pad Thai,120,Chef Jung,72,16,88,2025-05-17,A delicious Japanese dish featuring pad thai.,https://example.com/pad-thai.jpg,Side Dish,"Japanese, pad thai",1 cups spices,"ginger, vegetables",5.0,98,640,38,7,89,1164,39,11,19,28,5,5 servings,"Recipe for Pad Thai: Mix ingredients, cook for 72 minutes.",
796,Tom Yum,106,Chef Wang,94,40,134,2025-06-16,A delicious Vietnamese dish featuring tom yum.,https://example.com/tom-yum.jpg,Breakfast,"Vietnamese, tom yum",2 cups vegetables,"tomato, tofu",4.7,362,715,33,8,72,618,67,7,29,26,7,7 servings,"Recipe for Tom Yum: Mix ingredients, cook for 94 minutes.",
797,Tom Yum,109,Chef Chen,74,35,109,2025-03-08,A delicious Japanese dish featuring tom yum.,https://example.com/tom-yum.jpg,Snack,"Japanese, tom yum",1 cups rice,"garlic, tofu",4.7,289,627,31,8,71,1696,69,15,15,23,3,3 servings,"Recipe for Tom Yum: Mix ingredients, cook for 74 minutes.",
798,Sushi,107,Chef Sharma,91,53,144,2025-03-05,A delicious Thai dish featuring sushi.,https://example.com/sushi.jpg,Breakfast,"Thai, sushi",4 cups rice,"garlic, chicken",4.4,249,356,40,11,145,409,53,15,22,22,8,8 servings,"Recipe for Sushi: Mix ingredients, cook for 91 minutes.",
799,Fried Chicken,104,Chef Ahmed,75,25,100,2025-06-30,A delicious Korean dish featuring fried chicken.,https://example.com/fried-chicken.jpg,Side Dish,"Korean, fried chicken",4 cups rice,"tomato, vegetables",4.4,429,393,26,12,75,962,42,12,18,34,5,5 servings,"Recipe for Fried Chicken: Mix ingredients, cook for 75 minutes.",
800,Rajma,120,Chef Jung,72,42,114,2025-03-25,A delicious Indian dish featuring rajma.,https://example.com/rajma.jpg,Snack,"Indian, rajma",1 cups chicken,"onion, beef",4.8,469,478,29,6,136,554,86,6,25,35,3,3 servings,"Recipe for Rajma: Mix ingredients, cook for 72 minutes.",
801,Ramen,107,Chef Sharma,92,60,152,2025-07-19,A delicious Vietnamese dish featuring ramen.,https://example.com/ramen.jpg,Soup,"Vietnamese, ramen",3 cups chicken,"garlic, tofu",5.0,210,586,16,18,50,1337,79,14,18,40,5,5 servings,"Recipe for Ramen: Mix ingredients, cook for 92 minutes.",
802,Pani Puri,103,Chef Li,69,31,100,2025-02-12,A delicious Indian dish featuring pani puri.,https://example.com/pani-puri.jpg,Soup,"Indian, pani puri",1 cups rice,"garlic, beef",5.0,77,644,36,7,148,1873,78,4,28,37,3,3 servings,"Recipe for Pani Puri: Mix ingredients, cook for 69 minutes.",
803,Ramen,112,Chef Liu,38,56,94,2024-10-30,A delicious Japanese dish featuring ramen.,https://example.com/ramen.jpg,Breakfast,"Japanese, ramen",4 cups chicken,"ginger, tofu",4.8,214,629,38,17,136,1445,52,10,28,30,3,3 servings,"Recipe for Ramen: Mix ingredients, cook for 38 minutes.",
804,Green Curry,113,Chef Patel,58,49,107,2025-03-08,A delicious Vietnamese dish featuring green curry.,https://example.com/green-curry.jpg,Breakfast,"Vietnamese, green curry",1 cups vegetables,"ginger, beef",4.8,188,674,20,7,129,700,37,9,5,29,8,8 servings,"Recipe for Green Curry: Mix ingredients, cook for 58 minutes.",
805,Hot Pot,105,Chef Park,45,6,51,2025-02-25,A delicious Chinese dish featuring hot pot.,https://example.com/hot-pot.jpg,Breakfast,"Chinese, hot pot",2 cups rice,"garlic, beef",4.9,318,325,31,7,131,908,43,7,18,12,4,4 servings,"Recipe for Hot Pot: Mix ingredients, cook for 45 minutes.",
806,Kimbap,112,Chef Liu,78,60,138,2025-04-08,A delicious Korean dish featuring kimbap.,https://example.com/kimbap.jpg,Breakfast,"Korean, kimbap",3 cups chicken,"onion, chicken",4.1,238,250,44,12,111,1261,60,7,29,40,3,3 servings,"Recipe for Kimbap: Mix ingredients, cook for 78 minutes.",
807,Bulgogi,102,Chef Kim,36,42,78,2025-09-12,A delicious Korean dish featuring bulgogi.,https://example.com/bulgogi.jpg,Breakfast,"Korean, bulgogi",4 cups chicken,"onion, beef",4.1,261,489,15,12,78,1500,81,8,12,25,7,7 servings,"Recipe for Bulgogi: Mix ingredients, cook for 36 minutes.",
808,Butter Chicken,116,Chef Singh,22,33,55,2024-10-26,A delicious Indian dish featuring butter chicken.,https://example.com/butter-chicken.jpg,Snack,"Indian, butter chicken",4 cups chicken,"ginger, beef",4.9,125,337,12,15,59,422,92,6,11,20,8,8 servings,"Recipe for Butter Chicken: Mix ingredients, cook for 22 minutes.",
809,Bibimbap,102,Chef Kim,83,49,132,2025-05-30,A delicious Korean dish featuring bibimbap.,https://example.com/bibimbap.jpg,Appetizer,"Korean, bibimbap",2 cups rice,"ginger, chicken",4.9,369,548,22,11,103,1714,57,5,27,24,7,7 servings,"Recipe for Bibimbap: Mix ingredients, cook for 83 minutes.",
810,Pho,111,Chef Choi,115,49,164,2025-08-12,A delicious Japanese dish featuring pho.,https://example.com/pho.jpg,Soup,"Japanese, pho",4 cups chicken,"onion, tofu",4.8,390,312,44,17,125,1528,80,12,20,36,6,6 servings,"Recipe for Pho: Mix ingredients, cook for 115 minutes.",
811,Sushi,107,Chef Sharma,59,28,87,2025-04-26,A delicious Vietnamese dish featuring sushi.,https://example.com/sushi.jpg,Breakfast,"Vietnamese, sushi",3 cups rice,"garlic, vegetables",4.8,409,665,27,15,60,555,72,13,22,18,8,8 servings,"Recipe for Sushi: Mix ingredients, cook for 59 minutes.",
